bootstrap_rep,aitchison_median,aitchison_p95,U75_median_pp,U95_median_pp
227,3.687374370571893,5.952870795487511,1.1625532367984905,1.8427445747135205
228,3.6785995801318445,5.978816663103626,1.1763374054201234,1.8609266751396762
229,3.6645104965136523,6.000842098150599,1.167422866835818,1.8591077179835804
230,3.6557357523200253,5.936333378477664,1.166027089824469,1.872488535035696
231,3.6402979280720826,5.9567269414082675,1.1633041995202467,1.8419683245952585
232,3.6783959002223834,5.964814487715882,1.1666152521224515,1.8462220899014474
233,3.660887969852247,5.983242528743917,1.1638046660502495,1.8557544419541792
234,3.699346846363816,6.010788208659451,1.1680700253235898,1.8613260384955752
235,3.64603753993196,5.923424158484986,1.1702789891726368,1.8423313417955303
236,3.6037724631331165,5.908330330785532,1.1691738387033674,1.881938907716549
237,3.6593544639461486,5.92787177868739,1.1632242021895198,1.8299094162627272
238,3.640331093320152,5.978492172754942,1.1647814862277133,1.8569414158765967
239,3.663004670440245,5.909487297072886,1.1687390243461095,1.87507512817312
240,3.6269972022241665,5.934332210067436,1.1681931029947976,1.8672426295332079
241,3.6414365210391026,5.946319189309428,1.1710428025891888,1.8375445553205503
242,3.6477500498289626,5.990509284363958,1.169165678506839,1.8436161363962653
243,3.6611225968263925,5.95883292065533,1.157853230584482,1.86624610184635
244,3.6381723530605097,5.931810883356174,1.1701448509298644,1.840418839463216
245,3.6561349252383577,5.966558486345481,1.1587586397694591,1.8401391911955565
246,3.6155887242764733,5.955160544834261,1.1641602421865977,1.853003553157821
247,3.634341951297793,5.93245797022783,1.162358178279983,1.8647419631456175
248,3.6160496787448206,5.9591960900589,1.1711003456132825,1.8485493317100237
249,3.6055687261658718,5.978027296929707,1.162899289272724,1.8476310892693308
250,3.665534821942876,5.96560021582994,1.1706842559649882,1.849570681015059
251,3.631107833844778,5.915446697556109,1.163919477214744,1.8604049065283708
252,3.6270291794266867,5.975036728898613,1.1651515876578413,1.854705024676666
253,3.671979321637915,5.960900066327669,1.1637193742105525,1.8602681445479705
254,3.589826876882441,5.905782374455216,1.1654801614092634,1.8543360714962365
255,3.6339713323324223,5.955656612208999,1.1705892406325056,1.8531333094456575
256,3.701989655027992,5.964935494736328,1.165407379168871,1.846917229336119
257,3.632999874579448,5.94429222892557,1.1694083007165612,1.8613481973615935
258,3.590919566325495,5.930174926714362,1.163835976422862,1.8336610410194152
259,3.6817616771045287,5.954963019976498,1.154763507203589,1.8399938566497913
260,3.645839397552514,5.960569426068438,1.1722235429261547,1.8705907148758754
261,3.6363461709994693,5.95525355489133,1.1742666768731331,1.8518655999949278
262,3.655045388411936,5.903965290310845,1.1626446407530957,1.8424749344103977
263,3.6384914691406833,5.96131829775728,1.1617436868601199,1.867736032527136
264,3.669122400804936,5.9817820271168385,1.174987167397422,1.8681475797856713
265,3.677623628606621,5.976253862257363,1.157654850158345,1.8710057116217933
266,3.6605679059240153,5.958161849277248,1.1661755259269728,1.8514670697217581
267,3.7010767688298145,5.990239739747859,1.161555585037004,1.8550048461592215
268,3.682184198767353,5.996102187765886,1.1627702026909112,1.8585850874074756
269,3.7019735197450614,5.990146486459795,1.1694473155501932,1.848446848440757
270,3.6746033625611987,5.99549056049564,1.160962371322973,1.8655694205782911
271,3.6012553708735995,5.9690913857580465,1.1647194921291486,1.8641335054640844
272,3.6451052157821984,5.942629195813062,1.1623089066661891,1.8578203046270618
273,3.661184269457903,5.954932866237752,1.1629926332108047,1.8673574082946134
274,3.651954503186125,5.941080764629802,1.1588916946387313,1.8410186043744652
275,3.6593906217575722,5.943775515630388,1.1641005218562661,1.8521042095290359
276,3.650101475895633,5.915378450460757,1.1694511437821329,1.8487457838920454
277,3.663458651723586,5.950192987554563,1.1703580434585712,1.8629443860915633
278,3.606472078853121,5.924751470780033,1.1729045810073617,1.8404766626885132
279,3.7017202887489056,6.010204846120811,1.1628903376633941,1.8605861300838802
280,3.578205895460552,5.9251966969652985,1.1660974979578866,1.8583491951049262
281,3.658170618777403,5.889805599055043,1.1672277090816283,1.84984788246176
282,3.5914880032496255,5.945978728588758,1.1711229653800816,1.8350917415695027
283,3.659742528152338,6.013288736773805,1.1623359253194012,1.8594604467562128
284,3.6028052802404598,5.973399752390613,1.1784922820616746,1.880396191693637
285,3.6249550378165605,5.918855024720221,1.1713458480790628,1.8679508245672571
286,3.6358742327216595,5.937787143216692,1.1732253491342806,1.8697077394855142
287,3.62764760719871,5.932340802391403,1.1662468859860848,1.8563500943752418
288,3.6352481171328312,5.923601513904,1.166903305002771,1.8591143973573914
289,3.6848798226156623,5.9977939148865635,1.170687569728032,1.8488801093587544
290,3.597249573496093,5.893933417270501,1.1634376298313887,1.8518569468898791
291,3.62922851659899,5.941887860030928,1.1736059007873676,1.8467947664353905
292,3.643356281282109,5.940202339479745,1.1673925223672148,1.8855928493064316
293,3.64711284157439,5.949274048297217,1.1556575931225486,1.8415326292221172
294,3.633546402895915,5.971763967067104,1.1641293143302154,1.8658959111918663
295,3.6911919338601833,5.9802282783645975,1.1568714762012435,1.8514586051768913
296,3.673857782863479,5.908134878778501,1.159741255900806,1.8513000173389562
297,3.6458203529089035,5.9627003904260425,1.162602465434996,1.8680350569265616
298,3.6774429720373965,5.9931279336053995,1.1673057070016677,1.855319938463028
299,3.643197162500943,5.962084536916256,1.1660510512463471,1.8438657632979198
300,3.664590097603443,5.9442552106091835,1.1592746200497344,1.8493973330697053
301,3.6802100992960014,5.953060028334237,1.162363883775103,1.8615067967512693
302,3.6191969258067953,5.929719776652147,1.1673681382839132,1.8543318068820285
303,3.656007274289116,5.95989892115442,1.1632027250243522,1.8474070634586555
304,3.657797554819144,5.948218445118621,1.1571462755978987,1.8584843108840725
305,3.586651053933681,5.934380170059618,1.1633302480084495,1.8739140789628776
306,3.6671632403090433,5.951575740128195,1.1608532322349971,1.84550035576716
307,3.680716724054435,5.963223051881089,1.1653254260953234,1.8675932059564206
308,3.6965960411840824,5.994535499679674,1.167084531498968,1.857492209775239
309,3.6560104602509025,5.901354569942565,1.1687957447636865,1.8698872698335145
310,3.669829400231485,5.969174781411825,1.1677994579788313,1.8584168706432362
311,3.6501742782710696,5.959535244584793,1.1675832435612121,1.8547745487705805
312,3.6576957441898696,5.9394523501063725,1.1711110985618467,1.874321003652458
313,3.6555423979498305,5.976209387733144,1.1683143069332926,1.847951701951064
314,3.6505045399331517,5.924349576439639,1.154330632377296,1.8627567409804497
315,3.626272800756191,5.973662619311444,1.1577975266043667,1.860085105280521
316,3.6182917432236246,5.910761494649868,1.1612755260545313,1.8670318906719894
317,3.6619948953100123,5.9465516537295295,1.1588055194612137,1.859170753731061
318,3.646921419583961,5.993938079800304,1.163500875083438,1.8433036298009498
319,3.604594733018224,5.951669943091122,1.1638137217361577,1.8465680967862554
320,3.6904804475871096,5.969475497041364,1.1684643415301723,1.8303867176346647
321,3.6035532435643813,5.919157244569798,1.1561185415129396,1.8531554769435716
322,3.689639700688621,5.966381130339851,1.1654421245324493,1.857348409097848
323,3.668291887502086,5.982438366237642,1.175741740818658,1.8367628390538893
324,3.6245837273262755,5.970743423053907,1.1649582930972668,1.8401383857801072
325,3.709183690630849,5.954797439574781,1.1629934228922165,1.8486444032502414
326,3.6292350632610426,5.939709221254859,1.1669806654779697,1.8488215160772423
327,3.695924252299648,5.98508035593616,1.1728257408819065,1.857563174617152
328,3.6504771730498575,5.942152272796116,1.1615394071901655,1.8572654448999422
329,3.6396082252075077,5.94066937842201,1.171817153881462,1.8648034671725056
330,3.6673505553041683,5.941715235130752,1.1620557316661495,1.8492149632403412
331,3.6764367980415287,5.97938858648232,1.159119963485812,1.8444268703308895
332,3.596961854736494,5.917952408673799,1.1637863532413726,1.8398892418483754
333,3.6172530613899605,5.914990057153858,1.1688282326762747,1.8594607405033252
334,3.6724455651238044,5.977499058523015,1.1640599580914537,1.860231877171497
335,3.6628142031228754,5.934257284874074,1.16590514329273,1.8537584059082997
336,3.6805264337751975,5.956341789472353,1.168484354960293,1.8667085278672169
337,3.647231478992041,5.943564270147117,1.1722198561050827,1.8616528613411658
338,3.6465593625006574,5.978456778286119,1.1752622770249292,1.8738455374350358
339,3.6619059627229253,5.945209603384715,1.1614330674652984,1.849652885097091
340,3.6468044459991096,5.9846612598560105,1.1677989475628556,1.8508565638896524
341,3.658352113412566,5.973926439520675,1.1674301986986761,1.845075926441437
342,3.6725983059569485,6.010600676677322,1.1688335755886436,1.8702065190367847
343,3.686951426001926,5.95939407542997,1.1804992013133595,1.8840370366274133
344,3.6794906074627964,5.959175912710239,1.162228167698372,1.855507506855096
345,3.6427908895979746,5.9839887876860045,1.1666255508971433,1.8576960803981035
346,3.666547114303861,5.9882304973427765,1.1615686409638784,1.8548986034726043
347,3.656859539689719,5.9379860340980155,1.1668866832408011,1.8349383966306245
348,3.639069038803732,5.957726814682386,1.176139527146344,1.8629402958927754
349,3.6545860550234264,5.993802576519759,1.1707768976377322,1.8544079906733972
350,3.640374019474002,5.972478387219155,1.1595257539853672,1.839122313437898
351,3.6282757996839696,5.924128793359084,1.1726647341357876,1.876049407386478
352,3.6584978579890164,5.994356583556155,1.1634579888569225,1.8727525144303958
353,3.6704433042425437,6.001458922413191,1.156882218061668,1.8481357518940786
354,3.653980568140983,5.922447952487536,1.1675923126545364,1.838254548160216
355,3.6821271880508237,5.96902488649711,1.1612546958351788,1.8441869354962859
356,3.662332406531141,5.935148297366296,1.161354133709053,1.8370591019069864
357,3.666726125227587,5.949482642181439,1.166180312108183,1.8634765933130886
358,3.6498857615416096,5.976098618070196,1.1743325396020374,1.8511387277209121
359,3.6318216716980003,5.9253706209309405,1.16001465325038,1.86944320581559
360,3.64347139151412,5.993564513418425,1.1713178182926556,1.858562649419187
361,3.6631567368444826,5.975993283649276,1.1729141551582625,1.8494494084556508
362,3.647952857295208,5.977800780500802,1.1632509049264836,1.859981518671411
363,3.6485763881598783,5.9448639707295134,1.1579883410644647,1.8461892965874702
364,3.700615507757389,5.97314879485046,1.1691567032555215,1.8451520783726418
365,3.6772257587863018,5.996877766562168,1.1654663191433112,1.8555871857830917
366,3.6744556350787763,5.950083719748631,1.1640302331997172,1.8653522406707468
367,3.653479501789453,5.944708497906381,1.1653956777690457,1.8735733290673018
368,3.6573245577665032,5.968108417171869,1.1653655913708243,1.867946491536082
369,3.627027179594972,5.915103631731849,1.1672634911405682,1.8723792217227853
370,3.700916196650998,6.014216587931547,1.166239502132816,1.839376824622295
371,3.6766871910057337,5.975326122970202,1.1724491845859641,1.8594182515845938
372,3.6808183399869536,6.002521260406124,1.1588163291632025,1.8553145843899346
373,3.67358052176055,5.968051229375993,1.1590327308364454,1.834827067394398
374,3.6363104810448537,5.976039045795622,1.1602725211913645,1.8678909281721872
375,3.6567093105032797,5.9250189225399135,1.1609358029338104,1.8435715626639348
376,3.650246352973538,5.975023905896915,1.1686008322851844,1.8464340479156651
377,3.6487278886613486,5.93386372697021,1.1631260281831752,1.853825526169528
378,3.6422155207461393,5.942158570555776,1.1688003715037463,1.8570572715261253
379,3.607618894116368,5.893635937589433,1.1580872460665166,1.86433399357225
380,3.627048805671738,5.934544211357109,1.1626144174740758,1.8735189158969159
381,3.664801827191453,5.963970231063154,1.1552891803346461,1.8493651486003655
382,3.621808669559418,5.926359836993817,1.161330185500647,1.8591726763616283
